;  CONO DALMATA-helado ; Helado de Miel  ; Heca ; 6,000 ; lt ; 4.400 ; 26.400 ; 264 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; maicena ; Fruton ; 0,200 ; kg ; 1.990 ; 398 ; 4 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Camarón 100/200 ; Southwind ; 1,680 ; kg ; 5.300 ; 8.904 ; 90 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Ajo ; Comercial Valencia ; 0,666 ; c/u ; 450 ; 300 ; 3 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Cebollín ; Fruton ; 4,000 ; atado ; 1.890 ; 7.560 ; 76 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Champiñon granel ; Protier ; 1,320 ; kg ; 6.400 ; 8.448 ; 85 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Jengibre fresco ; Fruton ; 0,060 ; kg ; 2.980 ; 179 ; 2 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Soya ; Delicias y mas SpA ; 0,666 ; lt ; 2.645 ; 1.762 ; 18 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Aceite ; Fruton ; 4,120 ; lt ; 3.450 ; 14.214 ; 143 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Soya ; Delicias y mas SpA ; 0,500 ; lt ; 2.645 ; 1.323 ; 14 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; Rucula ; Comercial Johnson ; 0,500 ; kg ; 11.765 ; 5.883 ; 59 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de camaron ( 2 unidades ) ; aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Masa de Spring roll 25*25 ; Delicias y mas SpA ; 0,850 ; pqte ; 6.290 ; 5.347 ; 54 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Huevos ; MIGUEL FARIAS ; 5,000 ; c/u ; 240 ; 1.200 ; 12 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; papel mantequilla ; cambiar ; 1,000 ; pliego ; 79 ; 79 ; 1 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; maicena ; Fruton ; 0,100 ; kg ; 1.990 ; 199 ; 2 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Pulpa de cerdo deshuesada ; Pallet Steak ; 1,000 ; kg ; 4.992 ; 4.992 ; 50 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Ajo ; Comercial Valencia ; 0,300 ; c/u ; 450 ; 135 ; 2 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Cebollín ; Fruton ; 2,000 ; atado ; 1.890 ; 3.780 ; 38 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Champiñon granel ; Protier ; 0,700 ; kg ; 6.400 ; 4.480 ; 45 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Jengibre fresco ; Fruton ; 0,030 ; kg ; 2.980 ; 89 ; 1 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Soya ; Delicias y mas SpA ; 0,300 ; lt ; 2.645 ; 794 ; 8 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Aceite ; Fruton ; 3,000 ; lt ; 3.450 ; 10.350 ; 104 
; Mini plato-wantan de camarones y chancho en 2 texturas-wantan de cerdo ( 1 unidad) ; Soya ; Delicias y mas SpA ; 0,250 ; lt ; 2.645 ; 661 ; 7 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; Punta paleta de wagyu ; Pallet Steak ; 14,000 ; kg ; 9.998 ; 139.972 ; 1.400 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; Vinagre rosado ; MIGUEL FARIAS ; 1,000 ; botella ; 765 ; 765 ; 8 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; Orégano ; Fruton ; 0,027 ; kg ; 3.900 ; 104 ; 2 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; aceite ; Fruton ; 0,533 ; lt ; 3.450 ; 1.840 ; 19 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas ; Mostaza Dijon ; Delicias y mas SpA ; 0,250 ; kg ; 6.715 ; 1.679 ; 17 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Puerros ; Comercial Valencia ; 4,000 ; c/u ; 790 ; 3.160 ; 32 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Harina ; Delicias y mas SpA ; 0,700 ; kg ; 1.300 ; 910 ; 10 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Huesos carnudos ; Pallet Steak ; 7,000 ; kg ; 2.490 ; 17.430 ; 175 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; cebolla ; Fruton ; 1,200 ; kg ; 690 ; 828 ; 9 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Zanahorias ; Comercial Valencia ; 2,000 ; pqte ; 790 ; 1.580 ; 16 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Concentrado de tomate ; Delicias y mas SpA ; 0,600 ; kg ; 6.390 ; 3.834 ; 39 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; ajo ; Comercial Valencia ; 3,000 ; c/u ; 450 ; 1.350 ; 14 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Apio ; Delicias y mas SpA ; 0,250 ; mata ; 980 ; 245 ; 3 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; vino tinto en botella ; German García ; 4,500 ; botella ; 1.260 ; 5.670 ; 57 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-demi glace ; Maicena ; Fruton ; 0,300 ; kg ; 1.990 ; 597 ; 6 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; puerros ; Comercial Valencia ; 2,000 ; c/u ; 790 ; 1.580 ; 16 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; cebolla ; Fruton ; 2,500 ; kg ; 690 ; 1.725 ; 18 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Zanahorias ; Comercial Valencia ; 1,000 ; pqte ; 790 ; 790 ; 8 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Laurel fresco ; Comercial Valencia ; 0,200 ; atado ; 800 ; 160 ; 2 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Arándanos congelados ; Congefruits ; 0,400 ; kg ; 3.550 ; 1.420 ; 15 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Vino tinto en caja 2 lt ; CCU ; 4,000 ; lt ; 1.992 ; 7.968 ; 80 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Oporto ; CAMBIAR ; 0,700 ; botella ; 5.512 ; 3.858 ; 39 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Maicena ; Fruton ; 0,150 ; kg ; 1.990 ; 299 ; 3 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; Pimentón Rojo ; Comercial Valencia ; 3,000 ; c/u ; 890 ; 2.670 ; 27 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; apio ; Delicias y mas SpA ; 0,300 ; mata ; 980 ; 294 ; 3 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Merlot ; ajo ; Comercial Valencia ; 2,000 ; c/u ; 450 ; 900 ; 9 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Harina de arroz ; Delicias y mas SpA ; 0,667 ; kg ; 2.274 ; 1.516 ; 16 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Aceite ; Fruton ; 0,100 ; lt ; 3.450 ; 345 ; 4 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Mote ; MIGUEL FARIAS ; 1,833 ; kg ; 2.600 ; 4.767 ; 48 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Pastelera choclo ; Fruton ; 2,667 ; kg ; 2.750 ; 7.333 ; 74 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Leche ; Cabezas y cia ; 2,167 ; lt ; 999 ; 2.165 ; 22 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Tocino ahumado ; Delicias y mas SpA ; 0,667 ; kg ; 12.390 ; 8.260 ; 83 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Ciboulette ; Fruton ; 3,333 ; c/u ; 165 ; 550 ; 6 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Albahaca fresca ; Fruton ; 0,100 ; kg ; 4.980 ; 498 ; 5 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; cebolla ; Fruton ; 0,250 ; kg ; 690 ; 173 ; 2 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-Risotto ; Laurel fresco ; Comercial Valencia ; 0,003 ; atado ; 800 ; 3 ; 1 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Panko ; Fruton ; 0,500 ; kg ; 4.150 ; 2.075 ; 21 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Espárragos congelados ; Congefruits ; 4,500 ; kg ; 3.700 ; 16.650 ; 167 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Mantequilla ; Cabezas y cia ; 0,500 ; kg ; 8.391 ; 4.196 ; 42 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Alcachofa fondo ; Miguel Farias ; 4,000 ; kg ; 6.090 ; 24.360 ; 244 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Aceite de oliva ; Arasil ; 0,100 ; lt ; 5.782 ; 578 ; 6 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; Tomillo fresco ; Fruton ; 2,000 ; atado ; 1.390 ; 2.780 ; 28 
; Mini plato-wayu confit-Sobre risotto de mote y verduras grilladas-verduras ; tomate cherry ; Fruton ; 1,200 ; kg ; 1.980 ; 2.376 ; 24 
; Mini plato-zapallo asiatico con pato crocante-deco ; Almendras laminadas ; Miguel Farias ; 0,500 ; kg ; 9.975 ; 4.988 ; 50 
; Mini plato-zapallo asiatico con pato crocante-deco ; Sésamo blanco ; MIGUEL FARIAS ; 0,200 ; kg ; 6.000 ; 1.200 ; 12 
; Mini plato-zapallo asiatico con pato crocante-deco ; Aceite ; Fruton ; 0,500 ; lt ; 3.450 ; 1.725 ; 18 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; Limon sutil ; Fruton ; 1,000 ; kg ; 2.490 ; 2.490 ; 25 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; Aceite de sésamo ; Fruton ; 0,250 ; lt ; 18.225 ; 4.556 ; 46 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; aceite de oliva ; Arasil ; 0,250 ; lt ; 5.782 ; 1.446 ; 15 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; soya ; Delicias y mas SpA ; 0,500 ; lt ; 2.645 ; 1.323 ; 14 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; Azúcar granulada rubia ; Fruton ; 0,300 ; kg ; 2.790 ; 837 ; 9 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; Cebollín ; Fruton ; 5,000 ; atado ; 1.890 ; 9.450 ; 95 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; ají picomono ; Agromarket ; 0,050 ; kg ; 9.990 ; 500 ; 5 
; Mini plato-zapallo asiatico con pato crocante-dresing  ; Cilantro ; Fruton ; 0,500 ; kg ; 1.980 ; 990 ; 10 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Confit de pato ; La Fromagerie ; 4,000 ; tarro ; 47.000 ; 188.000 ; 1.880 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Grasa de pato ; La Fromagerie ; 3,000 ; kg ; 1.680 ; 5.040 ; 51 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; manteca ; Fruton ; 3,000 ; kg ; 3.390 ; 10.170 ; 102 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; cebolla ; Fruton ; 2,000 ; kg ; 690 ; 1.380 ; 14 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Zanahorias ; Comercial Valencia ; 1,200 ; pqte ; 790 ; 948 ; 10 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Laurel fresco ; Comercial Valencia ; 0,200 ; atado ; 800 ; 160 ; 2 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Ajo ; Comercial Valencia ; 8,000 ; c/u ; 450 ; 3.600 ; 36 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; Vino blanco en caja 2 lt ; CCU ; 3,000 ; caja ; 1.303 ; 3.909 ; 40 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; All spice ; Damasco ; 0,300 ; kg ; 10.695 ; 3.209 ; 33 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; canela en polvo ; A Y R ; 0,150 ; kg ; 5.500 ; 825 ; 9 
; Mini plato-zapallo asiatico con pato crocante-pato confitado ; ají picomono ; Agromarket ; 0,050 ; kg ; 9.990 ; 500 ; 5 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; Zapallo Camote ; Comercial Valencia ; 15,000 ; kg ; 990 ; 14.850 ; 149 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; semillas de cilantro ; Fruton ; 0,400 ; kg ; 7.060 ; 2.824 ; 29 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; canela en polvo ; A Y R ; 0,200 ; kg ; 5.500 ; 1.100 ; 11 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; ají picomono ; Agromarket ; 0,100 ; kg ; 9.990 ; 999 ; 10 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; Pimienta negra en grano ; A Y R ; 0,100 ; kg ; 6.500 ; 650 ; 7 
; Mini plato-zapallo asiatico con pato crocante-zapallo asiatico ; Aceite de oliva ; Arasil ; 2,000 ; lt ; 5.782 ; 11.564 ; 116 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Zapallo italiano c/u ; Comercial Valencia ; 20,000 ; c/u ; 590 ; 11.800 ; 118 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Berenjenas ; Fruton ; 20,000 ; c/u ; 490 ; 9.800 ; 98 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Tomate ; Fruton ; 7,500 ; kg ; 1.490 ; 11.175 ; 112 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Aceite ; Fruton ; 0,300 ; lt ; 3.450 ; 1.035 ; 11 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Tomillo fresco ; Fruton ; 1,000 ; atado ; 1.390 ; 1.390 ; 14 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Lomo de cordero ; Granja Marina ; 1,000 ; kg ; 19.500 ; 19.500 ; 195 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Vinagre balsámico ; A Y R ; 0,300 ; botella ; 2.000 ; 600 ; 6 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Ajo ; Comercial Valencia ; 0,500 ; c/u ; 450 ; 225 ; 3 
; Mini plato-Zapallo italiano, tomates asados, berengenas grilladas, triangulo de polenta y lomitos de cordero ; Romero ; Agromarket ; 0,400 ; atado ; 495 ; 198 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Polenta ; cambiar ; 0,700 ; kg ; 1.038 ; 727 ; 8 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Mantequilla ; Cabezas y cia ; 0,200 ; kg ; 8.391 ; 1.678 ; 17 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Laurel fresco ; Comercial Valencia ; 0,050 ; atado ; 800 ; 40 ; 1 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Tomillo fresco ; Fruton ; 0,100 ; atado ; 1.390 ; 139 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Crema ; Cabezas y cia ; 0,200 ; lt ; 3.721 ; 744 ; 8 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Vino blanco en caja 2 lt ; CCU ; 0,150 ; caja ; 1.303 ; 195 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Carcasa de pollo ; Delicias y mas SpA ; 0,500 ; kg ; 2.290 ; 1.145 ; 12 
; Mini plato-Zapallo italiano…-Polenta triangulos ; cebolla ; Fruton ; 0,200 ; kg ; 690 ; 138 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Zanahorias ; Comercial Valencia ; 0,200 ; pqte ; 790 ; 158 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Pimentón Rojo ; Comercial Valencia ; 0,200 ; c/u ; 890 ; 178 ; 2 
; Mini plato-Zapallo italiano…-Polenta triangulos ; Queso parmesano en trozo ; Don Jaime ; 0,100 ; kg ; 12.524 ; 1.252 ; 13 
; MINI SANDWICH-Bagles de salmon ahumado y queso crema ; Jamón crudo ; Globe Italia ; 0,750 ; kg ; 21.780 ; 16.335 ; 164 
; MINI SANDWICH-Bagles de salmon ahumado y queso crema ; Queso brie ; Quillayes ; 0,750 ; kg ; 8.505 ; 6.379 ; 64 
; MINI SANDWICH-Bagles de salmon ahumado y queso crema ; Ciboulette ; Fruton ; 5,000 ; c/u ; 165 ; 825 ; 9 
; MINI SANDWICH-Bagles de salmon ahumado y queso crema ; Pan tapadito comida ;#N/D; 100,000 ; c/u ;#N/D;#N/D;#N/D
; MINI SANDWICH-Croissant jamon queso ; Pan de Croisant ; Deli Meals ; 100,000 ; c/u ; 171 ; 17.100 ; 171 
; MINI SANDWICH-Croissant jamon queso ; jamón ahumado ; Delicias y mas SpA ; 1,500 ; kg ; 4.617 ; 6.926 ; 70 
; MINI SANDWICH-Croissant jamon queso ; Queso mozarella ; Delicias y mas SpA ; 1,000 ; kg ; 7.955 ; 7.955 ; 80 
; MINI SANDWICH-Grilled chicken ; Pechuga de pollo deshuesada ; Pallet Steak ; 2,000 ; kg ; 4.598 ; 9.196 ; 92 
; MINI SANDWICH-Grilled chicken ; Tomate deshidratado ; Fruton ; 0,200 ; kg ; 12.900 ; 2.580 ; 26 
; MINI SANDWICH-Grilled chicken ; Queso mozarella ; Delicias y mas SpA ; 1,000 ; kg ; 7.955 ; 7.955 ; 80 
; MINI SANDWICH-Grilled chicken ; Albahaca fresca ; Fruton ; 2,000 ; kg ; 4.980 ; 9.960 ; 100 
; MINI SANDWICH-Grilled chicken ; Pesto ; Delicias y mas SpA ; 1,000 ; kg ; 20.468 ; 20.468 ; 205 
; MINI SANDWICH-Grilled chicken ; Grand rapid ; Jardin del Chef ; 0,200 ; kg ; 4.200 ; 840 ; 9 
; MINI SANDWICH-Grilled chicken ; Lechuga lollo rossa ; Fruton ; 0,200 ; kg ; 490 ; 98 ; 1 
; MINI SANDWICH-Grilled chicken ; Aceite de oliva ; Arasil ; 2,000 ; lt ; 5.782 ; 11.564 ; 116 
; MINI SANDWICH-Grilled chicken ; Ajo ; Comercial Valencia ; 1,000 ; c/u ; 450 ; 450 ; 5 
; MINI SANDWICH-Grilled chicken ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 1,000 ; kg ; 3.650 ; 3.650 ; 37 
; MINI SANDWICH-Grilled chicken ; Pan Ciabatta media ; Deli Meals ; 25,000 ; c/u ; 49 ; 1.219 ; 13 
; MINI SANDWICH-Mechada con palta ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,600 ; kg ; 3.650 ; 2.190 ; 22 
; MINI SANDWICH-Mechada con palta ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
; MINI SANDWICH-Mechada con palta ; Lechuga lollo rossa ; Fruton ; 0,400 ; kg ; 490 ; 196 ; 2 
; MINI SANDWICH-Pollo pimenton pan ovalado ; Pechuga de pollo deshuesada ; Pallet Steak ; 2,000 ; kg ; 4.598 ; 9.196 ; 92 
; MINI SANDWICH-Pollo pimenton pan ovalado ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 1,000 ; kg ; 3.650 ; 3.650 ; 37 
; MINI SANDWICH-Pollo pimenton pan ovalado ; Pimentón Rojo ; Comercial Valencia ; 4,000 ; c/u ; 890 ; 3.560 ; 36 
; MINI SANDWICH-Pollo pimenton pan ovalado ; Pan tapadito mediano ;#N/D; 2,000 ; c/u ;#N/D;#N/D;#N/D
; MINI SANDWICH-Roasted turkey and brie ; Pechuga de pavo entera ; Comercial Chau ; 2,500 ; kg ; 11.000 ; 27.500 ; 275 
; MINI SANDWICH-Roasted turkey and brie ; Grand rapid ; Jardin del Chef ; 0,200 ; kg ; 4.200 ; 840 ; 9 
; MINI SANDWICH-Roasted turkey and brie ; Lechuga lollo rossa ; Fruton ; 0,200 ; kg ; 490 ; 98 ; 1 
; MINI SANDWICH-Roasted turkey and brie ; Queso brie ; Quillayes ; 1,000 ; kg ; 8.505 ; 8.505 ; 86 
; MINI SANDWICH-Roasted turkey and brie ; Mostaza Dijon ; Delicias y mas SpA ; 0,400 ; kg ; 6.715 ; 2.686 ; 27 
; MINI SANDWICH-Roasted turkey and brie ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 0,600 ; kg ; 3.650 ; 2.190 ; 22 
; MINI SANDWICH-Roasted turkey and brie ; Miel ; Fruton ; 0,300 ; kg ; 3.980 ; 1.194 ; 12 
; MINI SANDWICH-Roasted turkey and brie ; Nuez partida ; MIGUEL FARIAS ; 0,300 ; kg ; 8.900 ; 2.670 ; 27 
; MINI SANDWICH-Roasted turkey and brie ; azúcar ; Delicias y mas SpA ; 0,200 ; kg ; 1.300 ; 260 ; 3 
; MINI SANDWICH-Roasted turkey and brie ; ají cacho de cabra ; Fruton ; 0,050 ; kg ; 12.900 ; 645 ; 7 
; MINI SANDWICH-Roasted turkey and brie ; Aceite de oliva ; Arasil ; 0,400 ; lt ; 5.782 ; 2.313 ; 24 
; MINI SANDWICH-Roasted turkey and brie ; Pan italiano ;#N/D; 100,000 ; c/u ;#N/D;#N/D;#N/D
; MINI SANDWICH-Triple huevo jamon ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 1,500 ; kg ; 3.650 ; 5.475 ; 55 
; MINI SANDWICH-Triple huevo jamon ; berros ; Comercial Johnson ; 0,500 ; kg ; 10.490 ; 5.245 ; 53 
; MINI SANDWICH-Triple huevo jamon ; jamón ahumado ; Delicias y mas SpA ; 1,700 ; kg ; 4.617 ; 7.849 ; 79 
; MINI SANDWICH-Triple huevo jamon ; Huevos ; MIGUEL FARIAS ; 25,000 ; c/u ; 240 ; 6.000 ; 60 
; MINI SANDWICH-Triple huevo jamon ; Pan guagua ; MIGUEL FARIAS ; 2,000 ; kg ; 4.980 ; 9.960 ; 100 
; MINI SANDWICH-Triple huevo jamon ; Aceitunas moradas ; Fruton ; 0,500 ; kg ; 5.200 ; 2.600 ; 26 
; MINI SANDWICH-Triple Integral Palmitos y queso fresco ; Mayonesa hellmanns  ; MIGUEL FARIAS ; 1,000 ; kg ; 3.650 ; 3.650 ; 37 
; MINI SANDWICH-Triple Integral Palmitos y queso fresco ; Palta hass ; Palta royal ; 2,000 ; kg ; 4.000 ; 8.000 ; 80 
; MINI SANDWICH-Triple Integral Palmitos y queso fresco ; Palmitos ; Delicias y mas SpA ; 3,600 ; lata ; 4.570 ; 16.452 ; 165 
; MINI SANDWICH-Triple Integral Palmitos y queso fresco ; queso fresco ; Quillayes ; 2,000 ; kg ; 3.333 ; 6.666 ; 67 
; MINI SANDWICH-Triple Integral Palmitos y queso fresco ; Pan guagua integral ; Deli Meals ; 2,000 ; kg ; 1.940 ; 3.880 ; 39 
; Miniplato-bolita de Causa  ; Papas peladas ; Fruton ; 8,000 ; kg ; 1.200 ; 9.600 ; 96 
; Miniplato-bolita de Causa  ; Limón ; Fruton ; 5,800 ; kg ; 1.590 ; 9.222 ; 93 
; Miniplato-bolita de Causa  ; Ají amarillo fresco ; Fruton ; 0,900 ; kg ; 4.900 ; 4.410 ; 45 
; Miniplato-bolita de Causa  ; tomate ; Fruton ; 5,000 ; kg ; 1.490 ; 7.450 ; 75 
; Miniplato-bolita de Causa  ; cilantro ; Fruton ; 0,500 ; kg ; 1.980 ; 990 ; 10 
; Miniplato-bolita de Causa  ; cebolla morada ; Fruton ; 2,500 ; kg ; 690 ; 1.725 ; 18 
; Miniplato-bolita de Causa  ; Aceite de oliva ; Arasil ; 0,500 ; lt ; 5.782 ; 2.891 ; 29 
; Miniplato-bolita de Causa  ; Ají Panca ; Fruton ; 1,000 ; kg ; 12.900 ; 12.900 ; 129 
